4/1/2024,"APOLLO INSURANCE         VANCOUVER    BC ",-47.57
4/1/2024," Microsoft*Xbox Game Pass Mississauga  ON ",7.44
4/4/2024,"ADA*VENDING MACHINE- C   MARKHAM      ON  (APPLE PAY) ",-3.00
4/4/2024,"          FROM - *****05*3553 ",370.00
4/7/2024,"QUIK CHIK                HAMILTON     ON  (APPLE PAY) ",-18.36
4/8/2024,"MCMASTER HOSPITALITY SALEHAMILTON     ON  (APPLE PAY) ",-9.10
4/8/2024,"ADA*VENDING MACHINE- C   MARKHAM      ON  (APPLE PAY) ",-3.00
4/8/2024,"CHATGPT SUBSCRIPTION     HTTPSOPENAI.CCA AMT            22.60 ",-31.62
4/8/2024,"ADA*VENDING MACHINE- C   MARKHAM      ON  (APPLE PAY) ",-3.00
4/9/2024,"APPLE.COM/BILL           866-712-7753 ON ",-14.68
4/9/2024," APPLE.COM/BILL           866-712-7753 ON ",2.62
4/13/2024,"          FROM - *****11*4986 ",77.49
4/15/2024,"SCOTIA SCCP PREMIUM ",-1.53
4/16/2024,"ADA*VENDING MACHINE- C   MARKHAM      ON  (APPLE PAY) ",-3.00
4/16/2024,"          FROM - *****08*1583 ",5.00
4/20/2024,"DOMINOS PIZZA #10389     DUNDAS       ON  (APPLE PAY) ",-22.35
4/21/2024,"FREEDOM MOBILE           877-946-3184 ON ",-26.22
4/22/2024,"UBER CANADA/UBEREATS     TORONTO      ON ",-23.32
4/22/2024,"AMZN Mktp CA*6C6N390M3   WWW.AMAZON.CAON ",-47.85
4/23/2024,"LYFT   *RIDE TUE 7PM     VANCOUVER    BC  (APPLE PAY) ",-21.99
4/24/2024,"LYFT   *RIDE WED 5PM     VANCOUVER    BC  (APPLE PAY) ",-15.65
4/24/2024,"LYFT   *RIDE WED 11AM    VANCOUVER    BC  (APPLE PAY) ",-8.94
4/25/2024,"ADA*VENDING MACHINE- C   MARKHAM      ON  (APPLE PAY) ",-6.00
4/26/2024,"APPLE.COM/BILL           866-712-7753 ON ",-36.15
4/26/2024,"LYFT   *CANCEL FEE       VANCOUVER    BC  (APPLE PAY) ",-5.65
4/27/2024,"UBER* TRIP               TORONTO      ON ",-6.50
4/27/2024,"UBER CANADA/UBERTRIP     TORONTO      ON ",-12.06
4/27/2024,"WIFIONBOARD AIR CANADA   877-350-0038 BC  (APPLE PAY) ",-31.36
4/27/2024,"WIFIONBOARD AIR CANADA   877-350-0038 BC  (APPLE PAY) ",-31.36
4/29/2024,"PlayStation Network      207-8595714  CA ",-33.89
4/29/2024,"          FROM - *****05*3553 ",300.00
