2/1/2024,"          FROM - *****05*3553 ",149.50
2/3/2024,"COCA COLA HAMILTON ON    HAMILTON     ON  (APPLE PAY) ",-3.50
2/3/2024,"          FROM - *****11*4986 ",5.50
2/8/2024,"CHATGPT SUBSCRIPTION     HTTPSOPENAI.CCA AMT            22.60 ",-31.27
2/8/2024,"          FROM - *****11*4986 ",2.29
2/8/2024,"          FROM - *****05*3553 ",29.00
2/15/2024,"SCOTIA SCCP PREMIUM ",-0.25
2/18/2024,"Microsoft*Xbox Game Pass 425-7038358  ON ",-13.55
2/18/2024,"APPLE.COM/BILL           866-712-7753 ON ",-22.59
2/19/2024,"DOMINOS PIZZA #10389     DUNDAS       ON  (APPLE PAY) ",-22.35
2/19/2024,"UBER CANADA/UBEREATS     TORONTO      ON ",-19.63
2/23/2024,"UBER CANADA/UBEREATS     TORONTO      ON ",-19.41
2/23/2024,"LYFT   *RIDE FRI 6PM     VANCOUVER    BC  (APPLE PAY) ",-19.98
2/23/2024,"MANDARIN HAMILTON        HAMILTON     ON  (APPLE PAY) ",-55.36
2/27/2024,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
2/27/2024,"ADA*VENDING MACHINE- C   MARKHAM      ON  (APPLE PAY) ",-3.00
2/27/2024,"ADA*VENDING MACHINE- C   MARKHAM      ON  (APPLE PAY) ",-3.00
2/28/2024,"LYFT   *RIDE WED 5PM     VANCOUVER    BC  (APPLE PAY) ",-10.96
